step	action	robot0_eef_pos	cubeA_pos	cubeB_pos	gripper_to_cubeA	gripper_to_cubeB	cubeA_to_cubeB
48	[1.19, -0.51, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.15, -0.13, 0.91]	[-0.14, -0.13, 0.91]	[-0.04, -0.17, 0.82]	[0.01, -0.0, -0.0]	[0.11, -0.05, -0.09]	[0.1, -0.05, -0.08]
49	[1.01, -0.46, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.12, -0.13, 0.91]	[-0.12, -0.13, 0.91]	[-0.04, -0.17, 0.82]	[0.01, -0.0, -0.0]	[0.09, -0.04, -0.08]	[0.08, -0.04, -0.08]
50	[0.8, -0.4, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.11, -0.14, 0.91]	[-0.1, -0.14, 0.91]	[-0.04, -0.17, 0.82]	[0.01, -0.0, -0.0]	[0.07, -0.04, -0.08]	[0.06, -0.03, -0.08]
51	[0.62, -0.34, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.09, -0.15, 0.91]	[-0.08, -0.15, 0.91]	[-0.04, -0.17, 0.82]	[0.01, -0.0, -0.0]	[0.05, -0.03, -0.08]	[0.05, -0.03, -0.08]
52	[0.46, -0.25, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.08, -0.16, 0.91]	[-0.07, -0.16, 0.91]	[-0.04, -0.17, 0.82]	[0.01, -0.0, -0.0]	[0.04, -0.02, -0.08]	[0.03, -0.02, -0.08]
53	[0.33, -0.16, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.07, -0.17, 0.91]	[-0.06, -0.17, 0.91]	[-0.04, -0.17, 0.82]	[0.01, -0.0, -0.0]	[0.03, -0.01, -0.09]	[0.02, -0.01, -0.09]
54	[0.24, -0.06, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.06, -0.17, 0.91]	[-0.06, -0.18, 0.91]	[-0.04, -0.17, 0.82]	[0.01, -0.0, -0.0]	[0.02, -0.0, -0.09]	[0.02, 0.0, -0.09]
55	[0.17, 0.02, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.06, -0.18, 0.91]	[-0.05, -0.18, 0.91]	[-0.04, -0.17, 0.82]	[0.01, -0.0, -0.0]	[0.02, 0.0, -0.09]	[0.01, 0.01, -0.09]
56	[0.13, 0.07, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.05, -0.18, 0.91]	[-0.05, -0.18, 0.91]	[-0.04, -0.17, 0.82]	[0.01, -0.0, -0.0]	[0.02, 0.01, -0.09]	[0.01, 0.01, -0.09]
57	[0.1, 0.09, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.05, -0.18, 0.91]	[-0.05, -0.18, 0.91]	[-0.04, -0.17, 0.82]	[0.01, -0.0, -0.0]	[0.01, 0.01, -0.09]	[0.01, 0.01, -0.09]
58	[0.08, 0.08, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.05, -0.18, 0.91]	[-0.04, -0.18, 0.91]	[-0.04, -0.17, 0.82]	[0.01, -0.0, -0.0]	[0.01, 0.0, -0.09]	[0.01, 0.01, -0.09]
59	[0.06, 0.07, -0.38, 0.0, 0.0, 0.0, 1.0]	[-0.05, -0.18, 0.91]	[-0.04, -0.18, 0.91]	[-0.04, -0.17, 0.82]	[0.01, -0.0, -0.0]	[0.01, 0.0, -0.08]	[0.0, 0.0, -0.08]
60	[0.04, 0.05, -0.32, 0.0, 0.0, 0.0, 1.0]	[-0.05, -0.18, 0.9]	[-0.04, -0.18, 0.9]	[-0.04, -0.17, 0.82]	[0.01, -0.0, -0.0]	[0.01, 0.0, -0.08]	[0.0, 0.0, -0.07]
61	[0.02, 0.03, -0.24, 0.0, 0.0, 0.0, 1.0]	[-0.05, -0.17, 0.9]	[-0.04, -0.18, 0.89]	[-0.04, -0.17, 0.82]	[0.01, -0.0, -0.0]	[0.01, -0.0, -0.07]	[0.0, 0.0, -0.07]
62	[0.0, 0.01, -0.19, 0.0, 0.0, 0.0, 1.0]	[-0.04, -0.17, 0.89]	[-0.04, -0.17, 0.89]	[-0.04, -0.17, 0.82]	[0.01, -0.0, -0.0]	[0.01, -0.0, -0.07]	[-0.0, -0.0, -0.06]
63	[-0.0, -0.01, -0.14, 0.0, 0.0, 0.0, 1.0]	[-0.04, -0.17, 0.89]	[-0.04, -0.17, 0.89]	[-0.04, -0.17, 0.82]	[0.01, -0.0, -0.0]	[0.01, -0.0, -0.06]	[-0.0, -0.0, -0.06]
64	[-0.01, -0.02, -0.11, 0.0, 0.0, 0.0, 1.0]	[-0.04, -0.17, 0.88]	[-0.04, -0.17, 0.88]	[-0.04, -0.17, 0.82]	[0.01, -0.0, -0.0]	[0.01, -0.0, -0.06]	[-0.0, -0.0, -0.06]
65	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.04, -0.17, 0.88]	[-0.04, -0.17, 0.88]	[-0.04, -0.17, 0.82]	[0.01, -0.0, -0.0]	[0.01, -0.0, -0.06]	[-0.0, -0.0, -0.06]
66	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.04, -0.17, 0.88]	[-0.04, -0.17, 0.88]	[-0.04, -0.17, 0.82]	[0.01, -0.0, -0.0]	[0.01, -0.0, -0.06]	[-0.0, -0.0, -0.06]
67	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.04, -0.17, 0.88]	[-0.04, -0.17, 0.88]	[-0.04, -0.17, 0.82]	[0.01, -0.0, -0.01]	[0.01, -0.0, -0.06]	[-0.0, -0.0, -0.05]
68	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.04, -0.17, 0.88]	[-0.04, -0.17, 0.87]	[-0.04, -0.17, 0.82]	[0.01, -0.0, -0.02]	[0.01, -0.0, -0.06]	[0.0, -0.0, -0.04]
69	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.05, -0.17, 0.9]	[-0.04, -0.17, 0.87]	[-0.04, -0.17, 0.82]	[0.01, -0.0, -0.03]	[0.01, -0.0, -0.07]	[0.0, -0.0, -0.04]
70	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.05, -0.17, 0.92]	[-0.04, -0.17, 0.87]	[-0.04, -0.17, 0.82]	[0.01, -0.0, -0.05]	[0.01, -0.0, -0.09]	[0.0, -0.0, -0.04]
71	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.05, -0.17, 0.94]	[-0.04, -0.17, 0.87]	[-0.04, -0.17, 0.82]	[0.01, -0.0, -0.07]	[0.02, -0.0, -0.12]	[0.0, -0.0, -0.04]
72	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.06, -0.17, 0.96]	[-0.04, -0.17, 0.87]	[-0.04, -0.17, 0.82]	[0.02, -0.0, -0.09]	[0.02, -0.0, -0.14]	[0.0, -0.0, -0.04]
73	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.06, -0.17, 0.97]	[-0.04, -0.17, 0.87]	[-0.04, -0.17, 0.82]	[0.02, 0.0, -0.1]	[0.02, -0.0, -0.14]	[0.0, -0.0, -0.04]
74	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.05, -0.17, 0.97]	[-0.04, -0.17, 0.87]	[-0.04, -0.17, 0.82]	[0.02, -0.0, -0.1]	[0.02, -0.0, -0.14]	[0.0, -0.0, -0.04]
75	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.05, -0.17, 0.97]	[-0.04, -0.17, 0.87]	[-0.04, -0.17, 0.82]	[0.01, -0.0, -0.1]	[0.02, -0.0, -0.15]	[0.0, -0.0, -0.04]
76	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.05, -0.17, 0.97]	[-0.04, -0.17, 0.87]	[-0.04, -0.17, 0.82]	[0.01, -0.0, -0.1]	[0.01, -0.0, -0.15]	[0.0, -0.0, -0.04]
77	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.05, -0.17, 0.97]	[-0.04, -0.17, 0.87]	[-0.04, -0.17, 0.82]	[0.01, -0.0, -0.1]	[0.01, -0.0, -0.15]	[0.0, -0.0, -0.04]
78	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.05, -0.17, 0.97]	[-0.04, -0.17, 0.87]	[-0.04, -0.17, 0.82]	[0.01, -0.0, -0.1]	[0.01, -0.0, -0.15]	[0.0, -0.0, -0.04]
79	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.05, -0.17, 0.97]	[-0.04, -0.17, 0.87]	[-0.04, -0.17, 0.82]	[0.01, -0.0, -0.1]	[0.01, -0.0, -0.15]	[0.0, -0.0, -0.04]
