step	action	robot0_eef_pos	Can_pos	Can_to_robot0_eef_pos
29	[-0.3, 0.36, -0.58, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.34, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.03, 0.07]
30	[-0.3, 0.37, -0.58, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.34, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.03, 0.07]
31	[-0.3, 0.37, -0.58, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.34, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.04, 0.07]
32	[-0.3, 0.37, -0.58, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.34, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.04, 0.07]
33	[-0.31, 0.37, -0.58, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.34, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.04, 0.07]
34	[-0.31, 0.37, -0.58, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.34, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.04, 0.07]
35	[-0.31, 0.37, -0.58, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.34, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.04, 0.07]
36	[-0.31, 0.37, -0.58, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.34, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.04, 0.07]
37	[-0.31, 0.37, -0.58, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.34, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.04, 0.07]
38	[-0.31, 0.37, -0.58, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.34, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.04, 0.07]
39	[-0.31, 0.37, -0.58, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.34, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.03, 0.07]
40	[-0.31, 0.37, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.34, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.03, 0.07]
41	[-0.31, 0.37, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.34, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.03, 0.07]
42	[-0.31, 0.37, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.34, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.03, 0.07]
43	[-0.31, 0.37, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.34, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.03, 0.07]
44	[-0.32, 0.37, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.34, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.03, 0.07]
45	[-0.32, 0.37, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.34, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.03, 0.07]
46	[-0.32, 0.36, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.34, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.03, 0.07]
47	[-0.32, 0.36, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.34, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.03, 0.07]
48	[-0.32, 0.36, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.34, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.03, 0.07]
49	[-0.32, 0.36, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.34, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.03, 0.07]
50	[-0.32, 0.36, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.34, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.03, 0.07]
51	[-0.32, 0.36, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.34, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.03, 0.07]
52	[-0.32, 0.36, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.34, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.03, 0.07]
53	[-0.32, 0.36, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.34, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.03, 0.07]
54	[-0.32, 0.36, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.34, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.03, 0.07]
55	[-0.32, 0.36, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.34, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.03, 0.07]
56	[-0.32, 0.36, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.34, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.03, 0.07]
57	[-0.32, 0.36, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.34, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.03, 0.07]
58	[-0.32, 0.35, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.33, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.03, 0.07]
59	[-0.32, 0.35, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.33, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.03, 0.07]
60	[-0.32, 0.35, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.33, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.03, 0.07]
61	[-0.32, 0.35, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.33, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.03, 0.07]
62	[-0.32, 0.35, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.33, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.03, 0.07]
63	[-0.32, 0.35, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.33, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.03, 0.07]
64	[-0.32, 0.35, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.33, 0.93]	[0.1, -0.3, 0.86]	[-0.04, -0.03, 0.07]
65	[-0.32, 0.35, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.33, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.03, 0.07]
66	[-0.32, 0.35, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.33, 0.93]	[0.1, -0.3, 0.86]	[-0.04, -0.03, 0.07]
67	[-0.33, 0.35, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.33, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.03, 0.07]
68	[-0.33, 0.35, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.33, 0.93]	[0.1, -0.3, 0.86]	[-0.04, -0.03, 0.07]
69	[-0.33, 0.35, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.33, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.03, 0.07]
70	[-0.33, 0.35, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.33, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.03, 0.07]
71	[-0.33, 0.35, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.33, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.03, 0.07]
72	[-0.33, 0.35, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.33, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.03, 0.07]
73	[-0.33, 0.35, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.33, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.03, 0.07]
74	[-0.33, 0.35, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.33, 0.93]	[0.1, -0.3, 0.86]	[-0.04, -0.03, 0.07]
75	[-0.33, 0.34, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.33, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.03, 0.07]
76	[-0.33, 0.34, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.33, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.03, 0.07]
77	[-0.33, 0.34, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.33, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.03, 0.07]
78	[-0.33, 0.34, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.33, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.03, 0.07]
79	[-0.33, 0.34, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.33, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.03, 0.07]
80	[-0.33, 0.34, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.33, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.03, 0.07]
81	[-0.33, 0.34, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.33, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.03, 0.07]
82	[-0.33, 0.34, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.33, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.03, 0.07]
83	[-0.33, 0.34, -0.56, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.33, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.03, 0.07]
84	[-0.33, 0.34, -0.56, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.33, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.03, 0.07]
85	[-0.33, 0.34, -0.56, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.33, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.03, 0.07]
86	[-0.33, 0.34, -0.56, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.33, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.03, 0.07]
87	[-0.33, 0.34, -0.56, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.33, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.03, 0.07]
88	[-0.33, 0.34, -0.56, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.33, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.03, 0.07]
89	[-0.33, 0.34, -0.56, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.33, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.03, 0.07]
90	[-0.33, 0.34, -0.56, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.33, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.03, 0.07]
91	[-0.33, 0.34, -0.56, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.33, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.03, 0.07]
92	[-0.33, 0.34, -0.56, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.33, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.03, 0.07]
93	[-0.33, 0.34, -0.56, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.33, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.03, 0.07]
94	[-0.33, 0.34, -0.56, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.33, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.03, 0.07]
95	[-0.33, 0.34, -0.56, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.33, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.03, 0.07]
96	[-0.33, 0.34, -0.56, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.33, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.03, 0.07]
97	[-0.33, 0.34, -0.56, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.33, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.03, 0.07]
98	[-0.33, 0.34, -0.56, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.33, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.03, 0.07]
99	[-0.33, 0.34, -0.56, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.33, 0.93]	[0.1, -0.3, 0.86]	[-0.04, -0.03, 0.07]
100	[-0.33, 0.34, -0.56, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.33, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.03, 0.07]
101	[-0.33, 0.34, -0.56, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.33, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.03, 0.07]
102	[-0.33, 0.34, -0.56, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.33, 0.93]	[0.1, -0.3, 0.86]	[-0.04, -0.03, 0.07]
103	[-0.33, 0.34, -0.56, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.33, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.03, 0.07]
104	[-0.33, 0.34, -0.56, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.33, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.03, 0.07]
105	[-0.33, 0.34, -0.56, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.33, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.03, 0.07]
106	[-0.33, 0.34, -0.56, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.33, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.03, 0.07]
107	[-0.33, 0.34, -0.56, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.33, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.03, 0.07]
108	[-0.33, 0.34, -0.56, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.33, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.03, 0.07]
109	[-0.33, 0.34, -0.56, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.33, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.03, 0.07]
110	[-0.33, 0.34, -0.56, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.33, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.03, 0.07]
111	[-0.33, 0.34, -0.56, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.33, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.03, 0.07]
112	[-0.33, 0.34, -0.56, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.33, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.03, 0.07]
113	[-0.33, 0.34, -0.56, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.33, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.03, 0.07]
114	[-0.33, 0.34, -0.55, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.33, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.03, 0.07]
115	[-0.33, 0.34, -0.55, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.33, 0.93]	[0.1, -0.3, 0.86]	[-0.04, -0.03, 0.07]
116	[-0.33, 0.34, -0.55, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.33, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.03, 0.07]
117	[-0.33, 0.34, -0.55, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.33, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.03, 0.07]
118	[-0.33, 0.34, -0.55, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.33, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.03, 0.07]
119	[-0.33, 0.34, -0.55, 0.0, 0.0, 0.0, -1.0]	[0.14, -0.33, 0.93]	[0.11, -0.3, 0.86]	[-0.04, -0.03, 0.07]
